youtube_id,time_start,time_end,split
faAW6af4WGw,000022,000032
YDEG_KkvIXE,000327,000337
JeIm0Rjtu14,000012,000022
ddt6uPX6MMQ,000341,000351
O6guWwjne3I,000008,000018
AfdJ-SHkwj4,001143,001153
hyUVnZ_QxLg,000008,000018
4E53JZXxxhU,000094,000104
ZHPY-6iIQJE,000014,000024
4CwHE76iJGI,000244,000254
-u8W9n8IOks,000011,000021
LpRkHRkecfw,000242,000252
SfPRXIfTj7Q,000026,000036
BR0RHXGuEas,000243,000253
qRrwCdKTW5Q,000054,000064
23-Ar-CI1tE,000098,000108
CFXqyl4C1J4,000238,000248
bTFU66G2GH8,000047,000057
1k9qcUaw_ZY,000083,000093
3u6rHLeBYuo,000075,000085
7F5BwlMrreM,004315,004325
L79brMj9E_A,000015,000025
Q028jHG_KbY,000218,000228
tmnesMYCPfo,000011,000021
ENPlJ4NwYQE,000439,000449
VjRyYWbzGV0,000004,000014
B7s0cI9-x7M,000016,000026
wOr0bn6w9ik,000038,000048
vkl9Rfq9adw,000022,000032
XrzsgvTECL8,000031,000041
Pb-uJ_wSK_0,000037,000047
-5ZUl3Z5yW0,000000,000010
uCjGNUPO0WU,000328,000338
YEHF2e1poiU,000026,000036
9ThZWOjTpyY,000006,000016
T04pbbEqvKg,000037,000047
LUDNNpRn7aQ,000089,000099
KEGqZ8mTsdk,000007,000017
8CEtNUot1ZU,000040,000050
xJFL9JB9Y9k,000207,000217
3--MxURLDzM,000007,000017
I0uzBT4UVes,000455,000465
4ydGiWZSiY0,000021,000031
kMKS2QpFTVI,000001,000011
ZLn66q_wDng,000334,000344
x7UNSUrkxvA,000276,000286
h-czC4mWhVA,000005,000015
bfKpVMzFqHU,000140,000150
FicRIbe_GN4,000007,000017
hNbp9IL57hI,000029,000039
63Ql_8ihNTI,000025,000035
3fsgvP4-Hgw,000344,000354
sH7OHdpqUYU,000002,000012
eW_lzn0nBj0,000031,000041
Ox2S_AfUBaA,000021,000031
W7CaokEWXYo,000059,000069
Hj2j91vS0RI,000018,000028
Ey8G8lMd33c,000266,000276
QynQon4trm0,000218,000228
GcLumVOPVEQ,000545,000555
BY0dp27BpjU,000140,000150
JhC8il8rMnE,000000,000010
305I9ZF4Y9w,000011,000021
kHwLUvuxgCk,000010,000020
F3-vyVQ63Z4,000250,000260
nJxKh17skmo,000211,000221
HE4m2pSuz_I,000030,000040
fMqFugwX8Tc,000026,000036
9cu2dhaXb6I,000379,000389
wwsHb58v2iQ,000006,000016
ZHubd5uJjQ4,000014,000024
nd9oT-s_ISI,000004,000014
9MTTl2lMkcY,000009,000019
a5XYYxIhZmY,000081,000091
kOjkB7i1igc,000003,000013
ZQb3GWgx3wc,000000,000010
9bx-YVn-N2s,000000,000010
VbQLp-cqHAA,000102,000112
xVam2K4WJ54,000007,000017
InSYAA9cJOs,000015,000025
hasHFfny_X0,000008,000018
CSz0mcaxur4,000007,000017
QxZ5kYEJWxw,000004,000014
_DNb_6w2cZM,000001,000011
eZTQRUBQxqw,000031,000041
cs4UM8n4-Jc,000311,000321
WOCjeK86EVU,000176,000186
DcwyDVypfYg,000000,000010
--nQbRBEz2s,000104,000114
X50XtZb0WwU,000000,000010
y3tc_T-gL4c,000042,000052
S1fQycdwCGU,000004,000014
pb803SLNzDU,000003,000013
BOw4uYkjImw,000031,000041
2cPLjY5AWXU,000001,000011
wO9odHj7Ukw,000026,000036
iCT8VHCVRSc,000021,000031
hcM3tCmCADE,000019,000029
HtlkxsU62ls,000000,000010
YcoC4lDIrPU,000006,000016
btX0PMRlEPg,000001,000011
f7Z6BmBkcq4,000006,000016
pj1OiSpSFI0,000022,000032
fImfVlKAtco,000001,000011
mQYuteamGwA,000003,000013
oiRWRYPYVBE,000062,000072
XZy7rX6yTmk,000025,000035
wxtLKS74xEA,000014,000024
sHOUanBw4cE,000109,000119
LcToHcdZ3As,000045,000055
KSyJy4FnlHo,000032,000042
HFCsRYHRftw,000107,000117
w5UCdQ2NmfY,000001,000011
JgELGkt0aM4,000002,000012
qcqdjWwsM2c,000009,000019
Iojxnu1K_aE,000000,000010
99qi0BthmnI,000015,000025
LQYJ7EQyoiQ,000238,000248
wr1zdEjU2CI,000022,000032
V9R6Oko-5oI,000157,000167
LhCxOxc1pUI,000011,000021
0DdTGVL4iRs,000414,000424
YFfZOLIq8uY,000051,000061
EUHThzXD-Ck,000013,000023
75qQcxNN34c,000022,000032
-vFMiGhptjI,000029,000039
EL5yddWPW-Q,000009,000019
v0ZCNe8-_Ik,000235,000245
6u2ccnhDOPo,000074,000084
1cWTEvQgvwg,000016,000026
SCwMA9Mb68Q,000115,000125
XapK3_NzMRA,000000,000010
w5GP7q64zo0,000000,000010
I236Du9_PfQ,000163,000173
cYJYH5Jm6as,000059,000069
eGvtkEd8iFg,000105,000115
ee6nRkt3sF4,000133,000143
MiDDlz6iuvw,000117,000127
v7dLxxDy7i0,000280,000290
RksI39EeVbM,000130,000140
cJDAxlzFk90,000276,000286
W7j6V77LM38,000004,000014
fMUqD8pY_Vs,000060,000070
sFBmWX-CjFk,000004,000014
ynpSuN4Gpmw,000000,000010
12nEXhHK0kM,000011,000021
t8GB9DqhYM0,000069,000079
uvIc6Rv0AQk,000098,000108
p-cY0tTnYmg,000001,000011
TjiXpXVurj4,000156,000166
l-RW78RmUS8,000052,000062
y9sie789Vug,000006,000016
tasWJmlGqC8,000046,000056
ztMHejlqscg,000080,000090
NTVUMI0JY1I,000006,000016
NAyIJxb_khk,000023,000033
gghcDrBpq-0,000045,000055
Td9OSh0lBl0,000220,000230
dplRiYsjQUk,000169,000179
RVQIvrvwA8I,000229,000239
TitP4OIBMEo,000554,000564
njoCaIgSf7Q,000124,000134
1438aE9LMgY,000055,000065
Gd2G223idsw,000013,000023
AMuD4K62DUo,000136,000146
XAoAcyy2Psc,000000,000010
-emx5qjikEc,000001,000011
PC6CsbgMiqg,000164,000174
Gk2pLT0A13s,000053,000063
naSQ6yg7E2Y,000298,000308
wdEcmPUnNzQ,000275,000285
4YSI_hAHShM,000003,000013
SLJBlFHPinU,000356,000366
boxfNbR2-j4,000678,000688
tAg6J13kdFI,000004,000014
dpn2eg9O3Rs,000861,000871
Xw8kBptXWCE,000024,000034
LmLOB5rlyWI,000019,000029
AqPeHqTDfGE,000068,000078
NqE4FpM7Ypk,000251,000261
0htNc0u9TDk,000000,000010
Qbo_tnzfjOY,000018,000028
naJp2IF0GxA,000367,000377
39Hvdi-q6qI,000009,000019
PHQkMPu-KNo,000022,000032
c6n1_Br_Gi0,000089,000099
-ejLPB4J4SM,000106,000116
79HQBfG8wMQ,000006,000016
-egPJubR-CE,000001,000011
2wA2ZT_1gdc,001095,001105
wTdO7pISUgs,000049,000059
5IqH-ONbhzI,000000,000010
5bGElGxGhbs,002934,002944
ksSkRXtJmWg,000424,000434
tAy33xmXZm0,000564,000574
A8ZmKagh-kM,000017,000027
2_iMJMN9-d0,000042,000052
lsUHYUUtqn0,000022,000032
ZL9yeFWRIHo,000003,000013
wvQ3DHI8wiQ,000048,000058
EO15LGshDfQ,000028,000038
tAnRE_25CsE,000016,000026
c_RslZ5vuug,000003,000013
hjKnYwZaVX4,000005,000015
ai59xGTp2bo,000008,000018
vYau9SZXn54,000037,000047
FGmy3FcKP0M,000010,000020
PKny3LkwR7c,000008,000018
mDi_MXX5QMw,000013,000023
5lhWPWS_Jls,000000,000010
8iWfa8K6q9k,000007,000017
rVNnXIWCe8E,000002,000012
j7pwhLbXPZI,000017,000027
YVx4Ct36FwQ,000037,000047
8xGUrnwsQJw,000002,000012
nU8SAk0OogA,000064,000074
5wIMOviYnW8,000031,000041
U1Digf9MgoM,000000,000010
-r8c7F4tOI8,000054,000064
sJVpRaqJ-I8,000000,000010
0CLLZNQN9aI,000032,000042
i4ssdweKkZY,000000,000010
ieIq7ym_UXQ,000007,000017
oBYZWvlI8Uk,000025,000035
krN9P22ZURk,000016,000026
j_OsTAVXTWQ,000070,000080
5uVHxPCk7d4,000002,000012
9vOxThR8gns,000013,000023
Z_dmlc4Sz3c,000045,000055
RsDgMNiF71Q,000000,000010
q7hDmOUFdP8,000000,000010
-PgjjBi_gqM,000047,000057
uM3T4tShCNU,000008,000018
qmpZOQ54FfI,000000,000010
1tZdoKrBtM0,000081,000091
CpeXj_A8YKY,000038,000048
5VuP2hhd3bo,000011,000021
t5fAR8y0lb0,000098,000108
iuJgXPBvrWU,000000,000010
YSGHvSk3xqY,000001,000011
CiX4QLf0MyA,000014,000024
NhookIisNLk,000049,000059
eZ8FIRHcKNA,000000,000010
qpxCh_HvMoU,000065,000075
XXPBkCkC2tQ,000021,000031
q-kzc-82_54,000017,000027
yQe_2Yk6NPM,000037,000047
25a-M6hXKn4,000077,000087
JTbC0TCeLkU,000035,000045
tLaGXcUF8n4,000018,000028
hFRHDsPC8EE,000032,000042
FcyIa1Fmg9A,000033,000043
M_iCOtGn9S0,000012,000022
K0RAdmpnfuc,000109,000119
JYpIqH8p06Q,000004,000014
-NioQY3j1kg,000101,000111
x3neRy1PTJ4,000047,000057
CNOMSyctW90,000082,000092
U3_S9Fs3hFQ,000103,000113
eu1rVQkOuPc,000018,000028
0cONsRVrLbU,000023,000033
QzZDEzM2uZA,000008,000018
tkkRBRYUP1U,000058,000068
j7VkvDry8NA,000009,000019
kj9f0lUw-Ao,000004,000014
KxtIwSEDsWc,000014,000024
xfTN7dmHB1w,000007,000017
sZrAqcjSogA,000035,000045
zA42d5OTSXU,000042,000052
3dqMW1llc0c,000026,000036
0N3v4nJxZ7k,000067,000077
Z1unTTxreEA,000020,000030
TYqirauBM1w,000007,000017
MplRY7Nvhm0,000000,000010
MlVwR-SLF_Y,000029,000039
C5Yqp_3ROlE,000002,000012
IdLzB7hYE0k,000012,000022
HQAlHqRz9Os,000046,000056
k1SgRqW-rnM,000029,000039
8hXxJW8433w,000064,000074
Q6EWIIHwOHw,000196,000206
BY0883Dvt1c,000020,000030
CeytOatOhNY,000382,000392
4R7DbudEm8U,000137,000147
OEGarMnMljQ,000007,000017
btOiPNHmqIk,000001,000011
tcqZLCH3TUQ,000031,000041
BDtqE2YRjw4,000032,000042
EcD6Ae2frs4,000171,000181
CJOeYElSu0o,000661,000671
Wo8JYP8rgNI,000011,000021
IDSbtVcmL_w,000048,000058
Pimq2Pv53Ok,000041,000051
ICzjp1d9FiE,000098,000108
rccUF2VuhA0,000141,000151
BqkgbBrcMRc,000009,000019
3S1tjOuLHhM,000004,000014
-wu9MYTvBUI,000013,000023
S_lVbeP5sHM,000002,000012
wpK03-wPpwY,000326,000336
JJZqbi-_-AI,000033,000043
o78ESIH9vxQ,000232,000242
vcxWclLxLO4,000662,000672
WPA8CxNR9x4,000010,000020
PXL5M4M_qKk,000024,000034
W4sdGPdmmdE,000000,000010
cry4JKbEQdg,000028,000038
Cfg-a5FcCC4,000014,000024
njBD_emzWII,000017,000027
6AHRKK-G7PI,000027,000037
8r_grWQnERE,000195,000205
LSVpUysDuFE,000163,000173
9NaSUTkmwks,000034,000044
Fb2B-B6-TNg,000041,000051
f4K2pnylVfw,000511,000521
LUUz6SzW840,000071,000081
3t0GVOitXc8,000000,000010
08z9XssaDHo,000015,000025
aiy8vbjXSqI,000182,000192
whtWyaCRd6M,000028,000038
p7jXDTyhF0Q,000102,000112
0GhiRoYWhr8,000261,000271
p1v60wmhV7w,000046,000056
xW7GC0bq54c,000034,000044
42Vx9FGzmkM,000031,000041
X_Wkqc3j9IQ,000012,000022
bF-1oIRBisU,000000,000010
qiZ4_3ohWGk,000267,000277
fsoril4j_64,000069,000079
khoHrQXFvAM,000009,000019
9cgYs-D4toM,000038,000048
rqIe-C6nEv0,000004,000014
4hxnP0stMN0,000003,000013
vCV2BCbibRc,000002,000012
VADKkEVjQrU,001656,001666
QhVGsWEIVOE,000000,000010
pWOl7B7jf0U,000000,000010
Injvo7ENQzw,000029,000039
DaTCCMQfJ20,000467,000477
S0Xwh6F6tz0,000031,000041
9i7S_QrZ-a0,000000,000010
E15fuG-tYGM,000014,000024
io3iO6BtDMo,000000,000010
27jJKXiB9Y8,000009,000019
I10qDp3sokc,000003,000013
erSoY-STyBQ,000207,000217
Jck4NlSIX-I,000019,000029
bQFy3kdIia4,000104,000114
IcXj4je-tto,000000,000010
LIsRTL0UdX8,000100,000110
hdQ-0dvp1iI,000003,000013
h6d2C-RWOTw,000003,000013
hIgj5icZe7M,000133,000143
it-IIR-qUIg,000150,000160
3and4vWkW4s,000011,000021
9W09aRkVYC4,000004,000014
u2uhrc0GBOo,000034,000044
O9cTHUPbLE8,000090,000100
-UJgyiWe500,000029,000039
uu9s3I7Gr00,000357,000367
qhUuaUIH9iU,000000,000010
xqZu6MlayfM,000007,000017
ZCz5i5RGe_Y,000004,000014
mnUVG7T6iKg,000109,000119
V3QqvLD5834,000002,000012
MJGGXHSJwzM,000300,000310
6hZC8cEONUw,000020,000030
89Tu6aUtOYQ,000003,000013
c0cYF6RwWmg,000003,000013
gVVV3XGsOWc,000007,000017
0S-P4lr_c7s,000022,000032
-Qz25rXdMjE,000014,000024
PaOX6MnrWPM,000007,000017
v66KBZB9N-A,000000,000010
2x1lIrgKxYo,000589,000599
nLRMN9TbBUQ,000006,000016
mlKgVI-m1t4,000049,000059
5FiuTTrSfgU,000071,000081
aFK-biN9Ohk,000130,000140
UGols_TykRk,000019,000029
w0AjlyGN7dA,000079,000089
7kP0EmpM_MQ,000060,000070
UV4ZeMHiBQc,000000,000010
Nv2P0X1oT30,000024,000034
LNzzBCTErF8,000050,000060
FK6eDx5pM5s,000073,000083
Rc_M0Z30Do4,000029,000039
wKX4xAM8XJk,000172,000182
peG0V9l6wqg,000052,000062
lgPHhXBEv5c,000132,000142
b8Vxii5Rg9s,000003,000013
xDopg0F_qjM,000056,000066
6B9fIpZZ63s,000021,000031
nFPRkeHpLBo,000049,000059
Q9hlKBj6YsY,000049,000059
lKr1DsM6CCo,000150,000160
WKH_6MtSTak,000031,000041
YrOY3kKVYnI,000030,000040
pBKYlOY_HZM,000032,000042
Kf9uVJFp0CI,000152,000162
V0y5kGtndNk,000022,000032
cjWFoagU3No,000029,000039
iM-YcOIPexc,000091,000101
FB4vTlSjefw,000030,000040
hmsSSDoBu68,000023,000033
qot6Uptzf08,000010,000020
rrW71qKwekE,000222,000232
cauAE6xW1Oo,000032,000042
tIfzigO2GtY,000002,000012
nVtikMk9xFA,000002,000012
jhqI4AvIx80,000089,000099
raWTbmn-V7I,000000,000010
3Mw1UbYWCxg,000000,000010
2XaWhgxfRto,000012,000022
5m_yUAT-sZw,000090,000100
Qa25tz3Ch18,000000,000010
PDUxxdfOyL0,000011,000021
NgCVJBsQKoI,000001,000011
Uv1PHqcbi9w,000022,000032
_Lo3hFbum_o,000005,000015
kIR7uN31YWg,000016,000026
4f43MO-PgGQ,000021,000031
M84NkI_SrQ4,000002,000012
BR_xexuO7Ac,000019,000029
9XYj9XOy-RA,000000,000010
mZ7vnRx8_Eo,000025,000035
_hwI3fEVXr8,000000,000010
kF63_XqYztY,000003,000013
mavoXrdKet4,000057,000067
Jzx88h4hKCw,000028,000038
yf4roTfZu9g,000092,000102
p9Nb7PNFbrw,000062,000072
NKUzN920_Tg,000022,000032
2tWMAtR8lIo,000022,000032
HxGk6WDkOzk,000046,000056
hCZlftwQj-4,000018,000028
-10xhPhBo0k,000498,000508
i9-V5vD2wQ8,000009,000019
OdBU8dHxom0,000112,000122
ocAiWoqVKLc,000293,000303
w5CH2nSPUa0,000031,000041
G4KxzVy0MiI,000057,000067
vbqJPKUc6fk,000003,000013
oRct_2ZEJZo,000004,000014
SaGEPjByLdM,000021,000031
4C7tuhI8Cnc,000709,000719
TKzpp1YaFdI,000021,000031
NMN5nRTVmzo,000003,000013
lrhYA1QZVrs,000008,000018
rUB3V8wDOGo,000127,000137
a8taFqSiigM,000040,000050
F2iUISyMCNs,000002,000012
e_Tk_m0nVc8,000021,000031
-p0i17FW9gY,000033,000043
kWPaGg1XSNY,000010,000020
r98ZzKo2USc,000002,000012
G4hBScq-qFo,000043,000053
669C6dRoCc8,000000,000010
hCYbz9lZjqA,000198,000208
5d-dJ2ixX0M,000004,000014
SLIb7mQFMjs,000015,000025
cuOsRai-HCE,000126,000136
Q5M88_07AFE,000009,000019
PxKSE8BD1bA,000099,000109
U3PzNp5bSPg,000030,000040
b9EZArnrXeQ,000105,000115
Vljj_4HJtVY,000151,000161
fpz4ttwst1U,000180,000190
MOU1ulzuypg,000543,000553
Jnhn63rRts0,000090,000100
Cs3u-bGzWvQ,000038,000048
QMRW_j6up_Q,000000,000010
MHsSvd1h4M8,000010,000020
bFn4oCx5K58,000322,000332
mngF930_nN8,000082,000092
Rrwnqxyr79A,000023,000033
-pur4QkXp8Q,000003,000013
E8C1qG80H5g,000030,000040
pF5SFh2fK2A,000104,000114
W2OKlTf7rPA,000253,000263
IN9cfbJeA_k,000118,000128
81bJsGNMEyg,000309,000319
x8--w1-SodQ,000076,000086
L_ebplc8Eb4,000239,000249
5Dfu6twfwyc,000069,000079
r6uYDghbeGg,000151,000161
EEuyL3COBXs,000031,000041
AWt20jQnRv0,000323,000333
SZfx_a1szzc,000192,000202
HvSwLk3jmSA,000037,000047
e2lQ10CZRUU,000002,000012
nqkHHTlGRws,000071,000081
x3ruEMUxtAA,000005,000015
jAh3AJvSytE,000015,000025
_wTCCNWuXz0,000391,000401
Jk0NGu07OhM,000015,000025
XraYM6shIBY,000124,000134
SxWD5jXbZIo,000201,000211
8V7TpYVU_Ig,000051,000061
DqamlESwZRI,000090,000100
CfLPxinEI_M,000115,000125
j5vGNyssdf8,000664,000674
ySGfOtaLdXU,000135,000145
J6DYE4pe0kQ,000228,000238
5m3jvLpoWz4,000020,000030
68rJdc3rpNA,000239,000249
8MUbBsnvM1E,000110,000120
lh0fKfKV5Io,000195,000205
pOr92zxyDb4,000515,000525
Fxw4ocLEWhs,000000,000010
6QlbZyS7sso,000672,000682
ljOSp0MEC8c,000032,000042
0i-GKbmb2Ck,000047,000057
TP1cpzRItNU,000042,000052
qTyZUNg49nU,000114,000124
FtmZsV1PJZA,000028,000038
-cXQ3ZCR41w,000016,000026
dHozauB5PzI,000144,000154
Kbsc93f9i3w,000296,000306
LLjOojSNz1M,000323,000333
T5WXrsy2WhE,000067,000077
fQ4yF67NJe8,000003,000013
6UD4dAIXKXQ,000123,000133
q9O27SNh4gY,000112,000122
FhpDh5WK3XE,000053,000063
qiN6kpWhg-8,000111,000121
6tDc2vznO2w,000087,000097
8vYpECA_Zjs,000211,000221
XaxeDqK2PF4,000636,000646
QTmsj_RD7qQ,000027,000037
4v1lI-U7W5c,000359,000369
z9Nh2tgzLog,000159,000169
lYXFCv3_amE,000127,000137
M_BZ33RROkg,000921,000931
LUURs6KHtko,000260,000270
8B-NTFfqYfA,000054,000064
eFJ89NW4KFE,000520,000530
btvQ6pUFv50,000009,000019
U2OFnqJbAPw,000002,000012
zwNhjE3ZFBs,000235,000245
886CJ3pI_wU,000162,000172
xK_f6YviQ3c,000686,000696
UL68VK5Hty0,000058,000068
1IoGNtMjEJA,000076,000086
s-IB7twX6QU,001329,001339
LuIxcibyUlE,000129,000139
UlYUJj-tDlY,000018,000028
ir-x9uXDeB8,000197,000207
B88WkY2FP0c,000219,000229
p-hOHia-2Ns,000081,000091
4c_IJh8W2CA,000174,000184
XMzGUnwxJh4,000174,000184
CB1iIWtDpSI,000431,000441
AIda5wkk4qY,000378,000388
ER66qK68tUo,000101,000111
UzdOv2bkL08,000551,000561
HIJXmZQOnLQ,000257,000267
LsHcBUvuz3Q,000325,000335
zUURtypYeEU,000277,000287
jnZu10G0Te8,000008,000018
KkMmUNNMeTU,000163,000173
XyQI3k_dxSA,000058,000068
6FEwHX0NpOQ,000386,000396
Hi5qm1bUMK8,000011,000021
-C6BDDvJO4A,000045,000055
msSBGqpypYY,000014,000024
gPR-3s3pQFc,000270,000280
zXvn3gZCeqI,000317,000327
cl9CzsWEJqk,000513,000523
I15aEc7vyrk,000014,000024
pwQLS8AUP84,000261,000271
QBzPye0cuD8,000086,000096
rWex6zIMd1w,000236,000246
j7XRhRBKvm4,000218,000228
ks1N18QiKUU,000015,000025
alKHCEUbnAs,000092,000102
Yqf6O4LBZLU,000265,000275
V2-laPR8Nh4,000320,000330
tDX9c4VhoyE,000527,000537
zag9E9AuqJg,000308,000318
0Cegwffz0Ck,000487,000497
y77LUs81ZIw,000064,000074
NM0RoIsE9xo,000082,000092
VdqSJ5sOaIw,000022,000032
PI3Hy8LsWIo,000012,000022
Kyo4nqSVbPk,000220,000230
r8v-_RMh2RM,000259,000269
q7yoH8pguq8,000163,000173
ygax0_XtJBE,000456,000466
fX6cKdVOXlc,000329,000339
gjSekXUt610,000240,000250
eczjBrvBzxo,000201,000211
UmPNzmtc6g4,000172,000182
lmbdqdfxOdc,000008,000018
nD7Feb72IEw,000034,000044
WyxlC9H_ZGo,000367,000377
lMFgqPLWCEg,000005,000015
XSFsezf_l5U,000008,000018
FiAJPP_YAhQ,000008,000018
2dZwj-7TxUw,000030,000040
SHCBn7g1qVQ,002272,002282
djyEYZxHhqg,000004,000014
muTrh9av8vc,000121,000131
yeNwnjCPAro,000184,000194
FcQaMPNMqXc,000140,000150
wYAqYwYHWxI,000074,000084
OCv7T5KJnug,000183,000193
JyIib4RYpWE,000275,000285
wQbvfLe1Zbo,000000,000010
tmKIXwsc0gQ,000838,000848
p-OVfu6lcCk,000312,000322
ijA3j8TEyec,000053,000063
5pWT777qZ00,000044,000054
z5ZoCUPMbZY,000043,000053
5qMcueWULmw,000125,000135
IrNPFv81Iuw,000115,000125
gh0qUfjRKxA,000056,000066
Oz8xoP_6kRA,000012,000022
_0CvN5GmthM,000056,000066
FXZJ6aQkZkY,000053,000063
BEUNWOnEwJQ,000068,000078
tf1IjsajNGo,000006,000016
0sCiYw1SPhE,000003,000013
E7PObyOy21s,000006,000016
X7Q0NiJXuZA,000000,000010
dYY3TxxBH2Q,000106,000116
0j9GhCzAxy4,000046,000056
MfsRGztktsA,000032,000042
An4_fdvCMGs,001344,001354
gfjFxtZ-BNM,001443,001453
x7-fJ0OX7ZI,000043,000053
rhnOJfJ-PeA,000072,000082
Ib1udZd5jOM,000018,000028
A7zGPGX9bL8,000302,000312
3bY4yd4Fb9o,000417,000427
v049hfWwoR4,000197,000207
mru4QBZI-R0,000024,000034
cn9h0wa9VvU,000005,000015
m53iiW3btck,000164,000174
KJgpJjhdKfM,000723,000733
yBsSqb4orpw,000000,000010
rAmTKnwQf0Q,000094,000104
cAcnW55E_2Q,000011,000021
2OlWhcFoaMM,000117,000127
ozLN6G20cUw,000000,000010
LExCUx4STW0,000031,000041
koSrRhSKF9s,000032,000042
zCnm9ZspiX0,001237,001247
M2gn10R9dF0,000121,000131
BmoYmHfqbRE,000138,000148
yCgpRnITtmk,000048,000058
2cNGpqhTLiU,000183,000193
kcQbaMWtcQA,000240,000250
MxEN3dlXCtc,000253,000263
j-uQCNW8ATw,000017,000027
4sHrGfHbw28,000020,000030
vt1l_KUuy3g,000094,000104
VfycFDW7s3A,000144,000154
Bi--hUnXS9A,000019,000029
FMeBI97BUFA,001090,001100
lGwuTaLti8Y,000075,000085
JdfGJD4lhiw,000003,000013
bUKQCyQ52jk,000068,000078
KFeSAe4R_6w,000502,000512
6jcDGC4LF5s,001022,001032
KQ81sWNHF2o,000051,000061
jQmz2jsDl8E,000067,000077
1vcbRgLeQds,000172,000182
Jn5rQyyUXws,000036,000046
xmSYWXy_cYc,000054,000064
4FSruUfQ58A,000055,000065
AawvW-EX7bI,000178,000188
-P6oVaW_u9E,000097,000107
piWyhxLHVyA,000157,000167
59DlGmeByY4,000001,000011
ZZDj2hnx1BM,000000,000010
ImRJ397OX9g,000210,000220
I82QKb2JNEc,000093,000103
f_ntGdwa5p4,000207,000217
Jsk9lXuPq5A,000082,000092
-Oz98vEzVNs,000007,000017
PiYmbDvOJHQ,000010,000020
GfoRk5N28-8,000000,000010
GoxW3XIr4Og,000000,000010
zMkgBjrU_pw,000000,000010
QMn4a6nOPPg,000051,000061
B5qWC4NHVOU,000000,000010
Je5-scgMg4k,000000,000010
eB3Iacx8xRw,000000,000010
iOD2hs1mtQA,000000,000010
YJ-dwWRjr7I,000000,000010
2tInVa0nnn0,000000,000010
ZonsQM9Pirs,000000,000010
K3FXMbR_8jg,000000,000010
0Hw7V9ipi5Y,000000,000010
7YBLlW17bT8,000000,000010
V16rfRAHywA,000000,000010
mk06Rpq1pJg,000000,000010
kKCx1tCDk3c,000000,000010
wCgk9kJ-YlA,000000,000010
olg22dlhPg0,000000,000010
05cFnBCUBYo,000007,000017
83dfbni9GYI,000000,000010
7siD6Sa5KX0,000032,000042
OD0es7hym3M,000000,000010
J9kTtnSZbPc,000000,000010
ddwAfnUlz9s,000000,000010
wBORV5OrOY0,000029,000039
07jVA81NDiw,000000,000010
bK7bC8IArZg,000000,000010
8sgDmVPqsbo,000000,000010
AQ7ALFFTaEQ,000000,000010
bQ6iz01LOuY,000000,000010
p6QQJobZMfg,000000,000010
0nEW6mEIZtw,000000,000010
OLiRxc5Uiq0,000000,000010
yJY2lw6inDw,000011,000021
9UduezXK-HU,000000,000010
1R_4h5-Oh0c,000011,000021
XlE2aTd3UA0,000000,000010
RFu64TGmCUQ,000000,000010
PPBLYnq4s1w,000005,000015
y29xkFeT0fo,000000,000010
VA2fF1LMfsY,000309,000319
AZrmP4GhvUI,000135,000145
UPCTe02voHY,000275,000285
JMrSVy9mRwA,000187,000197
